tfp,gr_tfp,lab,gr_lab,sigma,theta1,Eland,Fex,beta_hat
35.48775,0.007864094,11482.229,4.1478936e-05,0.011447024,0.00087754807,0.024391735,0.8806527,0.98167264
35.683167,0.00782487,11482.699,4.038035e-05,0.011235751,0.00085705536,0.0238371,0.87940216,0.9816889
35.87866,0.0077858455,11483.156,3.9311013e-05,0.011028174,0.0008370261,0.02329513,0.8781586,0.9817051
36.074238,0.0077470145,11483.602,3.8270013e-05,0.010824218,0.00081744883,0.022765465,0.8769219,0.9817212
36.269894,0.0077083763,11484.035,3.7256606e-05,0.010623839,0.0007983144,0.02224785,0.87569225,0.9817373
36.46564,0.0076699313,11484.457,3.6270067e-05,0.010426983,0.00077961426,0.021741994,0.87446946,0.98175335
36.661472,0.007631675,11484.868,3.530962e-05,0.010233571,0.00076133665,0.0212476,0.8732535,0.98176926
36.857365,0.0075936103,11485.269,3.437464e-05,0.010043544,0.0007434725,0.020764457,0.87204444,0.9817852
37.05333,0.007555734,11485.658,3.3464443e-05,0.009856867,0.00072601426,0.020292299,0.870842,0.98180103
37.24932,0.0075180507,11486.037,3.2578442e-05,0.009673486,0.00070895377,0.019830909,0.8696465,0.9818168
37.44538,0.0074805543,11486.406,3.171591e-05,0.009493344,0.00069228135,0.019379998,0.8684576,0.9818325
37.64149,0.007443243,11486.766,3.0876214e-05,0.00931637,0.00067598734,0.018939331,0.86727554,0.9818482
37.837627,0.0074061197,11487.116,3.0058798e-05,0.009142549,0.00066006643,0.018508693,0.8661004,0.9818638
38.033806,0.0073691816,11487.457,2.9263063e-05,0.008971788,0.0006445074,0.018087856,0.8649319,0.9818793
38.230015,0.0073324284,11487.789,2.8488428e-05,0.008804044,0.0006293028,0.017676597,0.86377007,0.9818948
38.42626,0.007295856,11488.111,2.7734255e-05,0.008639279,0.0006144455,0.017274655,0.8626149,0.9819102
38.622513,0.007259468,11488.426,2.7000118e-05,0.008477427,0.0005999271,0.016881866,0.86146635,0.9819256
